TAXID,Command,Ethnicity
979455,049 PRECINCT,HISPANIC
959136,INTEL CIS FIO PROGRAM,HISPANIC
961172,052 PRECINCT,HISPANIC
958010,052 PRECINCT,HISPANIC
979456,076 PRECINCT,HISPANIC
974475,PSA 5 VIPER 12,HISPANIC
959934,052 PRECINCT,HISPANIC
977368,070 PRECINCT,HISPANIC
970811,PROPERTY CLERK DIVISION,WHITE
978746,050 PRECINCT,HISPANIC
969330,040 PRECINCT,HISPANIC
935689,TRANSIT DISTRICT 3,HISPANIC
942440,AUXILIARY POLICE SECT,HISPANIC
970142,PBMS COMMUNITY AFFAIRS SECTION,HISPANIC
969331,025 PRECINCT,HISPANIC
937384,HOUSING PSA 5,HISPANIC
941160,TRANSIT DISTRICT 34,HISPANIC
952170,070 PRECINCT,HISPANIC
948413,STRATEGIC RESPONSE GROUP,HISPANIC
980148,123 PRECINCT,HISPANIC
964727,040 DET SQUAD,HISPANIC
924394,AVIATION UNIT,HISPANIC
971201,102 PRECINCT,HISPANIC
940642,071 DET SQUAD,HISPANIC
970141,047 PRECINCT,HISPANIC
963778,123 PRECINCT,WHITE
978167,TRANSIT DISTRICT 1,BLACK
962734,102 PRECINCT,HISPANIC
945436,TD 34 SUMMER DETAIL,HISPANIC
948505,PUBLIC SECURITY SECTION,HISPANIC
972906,042 PRECINCT,HISPANIC
939322,HOUSING PSA 5,HISPANIC
966811,047 PRECINCT,HISPANIC
942442,006 PRECINCT,HISPANIC
918226,PBBN COMMUNITY AFFAIRS SECTION,HISPANIC
946169,TB CANINE UNIT,HISPANIC
963719,090 PRECINCT,HISPANIC
940365,INTELLIGENCE DIVISION,HISPANIC
946168,DBQS VIDEO COLLECTION TEAM,HISPANIC
937921,CRITICAL RESPONSE COMMAND,HISPANIC
937841,PERFORMANCE ANALYSIS UNIT,HISPANIC
907153,MANHATTAN SPECIAL VICTIMS SQUAD,HISPANIC
916539,PATROL SERVICES BUREAU,HISPANIC
972417,BUILDING MAINTENANCE SECT,HISPANIC
980841,043 PRECINCT,HISPANIC
954276,COD QUALITY OF LIFE DIVISION,HISPANIC
955386,CRITICAL RESPONSE COMMAND,HISPANIC
949549,EMER SERV SQ 01,HISPANIC
929046,068 PRECINCT,HISPANIC
980149,040 PRECINCT,HISPANIC
951152,MTS DET SQUAD,HISPANIC
961174,NARC BORO QUEENS SOUTH,HISPANIC
979457,088 PRECINCT,HISPANIC
972907,034 PRECINCT,HISPANIC
978168,040 PRECINCT,HISPANIC
941752,PBMN COMMUNITY AFFAIRS SECTION,HISPANIC
981791,RTS RECRUITS,HISPANIC
962810,BROOKLYN COURT SECTION,NATIVE AMERICAN
970143,HOUSING PSA 9,HISPANIC
975130,009 PRECINCT,HISPANIC
956258,103 PRECINCT,BLACK
973715,061 PRECINCT,ASIAN
968096,048 PRECINCT,HISPANIC
978981,077 PRECINCT,HISPANIC
949943,044 PRECINCT,HISPANIC
954277,BRONX ADULT SEX CRIMES SQUAD,HISPANIC
971640,MANHATTAN COURT SECTION,HISPANIC
942444,PBMS SCOOTER TASK FORCE,HISPANIC
956208,HOUSING PSA 8,HISPANIC
971202,BRONX ADULT SEX CRIMES SQUAD,HISPANIC
937922,084 PRECINCT,HISPANIC
961175,TB BUS ENFORCEMENT UNIT,HISPANIC
940050,CENTRAL ROBBERY DIVISION,HISPANIC
972209,023 PRECINCT,HISPANIC
972211,107 PRECINCT,HISPANIC
953320,STRATEGIC RESP GRP 3 BROOKLYN,HISPANIC
951153,INTERNAL AFFAIRS BUREAU,HISPANIC
931930,DET BORO STATEN ISLAND,WHITE
976366,TRANSIT DISTRICT 3,BLACK
935604,INTELLIGENCE DIVISION,WHITE
978169,025 PRECINCT,WHITE
980842,040 PRECINCT,HISPANIC
971641,079 PRECINCT,WHITE
959933,052 PRECINCT,HISPANIC
970812,088 PRECINCT,WHITE
974477,078 PCT PROSPECT PARK DETAIL,ASIAN
943741,BROOKLYN COURT SECTION,WHITE
978982,108 PRECINCT,ASIAN
961074,CCCS JUVENILE CRIME DESK,HISPANIC
973716,060 PCT CONEY ISLAND DETAIL,WHITE
965463,QUEENS ADULT SEX CRIMES SQUAD,WHITE
961177,COD QUALITY OF LIFE DIVISION,WHITE
924400,AC ZONE I QUEENS/BKLYN/S.I.,WHITE
970144,BROOKLYN CHILD ABUSE SQUAD,WHITE
955390,INTEL CIS FIO PROGRAM,WHITE
939325,113TH DET SQUAD,WHITE
957085,HOUSING PSA 1,WHITE
943742,DET BORO QUEENS SOUTH,WHITE
968748,TRANSIT DISTRICT 34,HISPANIC
947406,CCCS JUVENILE CRIME DESK,HISPANIC
956207,WARRANT SECTION,HISPANIC
955385,067 DET SQUAD,HISPANIC
955391,040 DET SQUAD,HISPANIC
959936,BROOKLYN ADULT SEX CRIMES SQUAD,BLACK
953321,AUTO POUNDS,ASIAN
977369,033 PRECINCT,HISPANIC
942445,INTERNAL AFFAIRS BUREAU,BLACK
976367,TRANSIT DISTRICT 33,ASIAN
959138,STRATEGIC RESP GRP 4 QUEENS,HISPANIC
949552,HOUSING PSA 2,HISPANIC
964728,066 PRECINCT,HISPANIC
946705,025 PRECINCT,HISPANIC
973718,QUEENS COURT SECTION,BLACK
980150,025 PRECINCT,WHITE
937389,FIREARMS & TACTICS SECTION,WHITE
957922,113 PRECINCT,HISPANIC
961176,TRANSIT DISTRICT 30,BLACK
945296,105 PRECINCT,WHITE
973152,104 PRECINCT,HISPANIC
937388,INFORMATION TECHNOLOGY BUREAU,HISPANIC
964729,060 PCT CONEY ISLAND DETAIL,HISPANIC
947836,WORLD TRADE CENTER COMMAND,BLACK
937889,045 PRECINCT,BLACK
937391,FAMILY ASSISTANCE SECTION,HISPANIC
981793,RTS RECRUITS,BLACK
965465,106 PRECINCT,WHITE
978747,HOUSING PSA 3,BLACK
971642,HOUSING PSA 8,WHITE
940646,MANHATTAN COURT SECTION,BLACK
977653,046 PRECINCT,BLACK
980843,HOUSING PSA 9,WHITE
937393,MANHATTAN COURT SECTION,BLACK
951155,PATROL BORO QUEENS NORTH,WHITE
929051,047 PRECINCT,BLACK
974692,045 PRECINCT,BLACK
962736,090 DET SQUAD,WHITE
970145,TRANSIT DISTRICT 33,BLACK
948414,061 PRECINCT,BLACK
935608,CENTRAL PARK PRECINCT,BLACK
966306,MANHATTAN SOUTH VICE MODULE,BLACK
964731,BROOKLYN COURT SECTION,BLACK
972212,HOUSING PSA 5,BLACK
939327,HOUSING PSA 3,BLACK
976989,HOUSING PSA 8,WHITE
955392,FORCE INVESTIGATION DIVISION,WHITE
958460,LATENT PRINT SECTION,WHITE
923465,STRATEGIC RESP GRP 3 BROOKLYN,BLACK
947408,DET BORO BX HOMICIDE SQ,WHITE
940647,STRATEGIC RESP GRP 4 QUEENS,BLACK
947409,NARC BORO BRONX,HISPANIC
982614,RTS RECRUITS,WHITE
964243,101 PRECINCT,HISPANIC
929052,DET BORO BX HOMICIDE SQ,HISPANIC
934118,EMERGENCY PREP & EXERCISE SECTION,WHITE
970146,TIMES SQUARE UNIT,WHITE
914163,PUBLIC SECURITY SECTION,HISPANIC
961180,020 PRECINCT,WHITE
953322,063 PRECINCT,WHITE
973719,DET BORO BKLYN SOUTH,BLACK
962737,TRANSIT DISTRICT 33,BLACK
947435,BRONX COURT SECTION,HISPANIC
949141,HOUSING PSA 2,BLACK
971203,113 PRECINCT,BLACK
921715,044 PRECINCT,WHITE
968749,106 PRECINCT,BLACK
969333,HOUSING PSA 1,BLACK
963236,MILITARY & EXTENDED LEAVE DESK,BLACK
949553,062 PRECINCT,BLACK
955112,109TH DET SQUAD,BLACK
968097,ORCHARD BEACH DETAIL,BLACK
920769,CHIEF OF DEPARTMENT,BLACK
931061,018 PCT-MIDTOWN NO. PCT,BLACK
980151,060 PRECINCT,BLACK
982613,RTS RECRUITS,ASIAN
964244,043 PRECINCT,HISPANIC
961181,033 PRECINCT,BLACK
933266,CEIS METRO SAFE STREETS TF,BLACK
961183,INTEL CIS FIO PROGRAM,WHITE
972909,048 PRECINCT,BLACK
976833,047 PRECINCT,BLACK
963235,070 PRECINCT,WHITE
929054,CRIMINAL ENTERPRISE INVEST SEC,BLACK
968750,CRIME PREVENTION DIVISION,BLACK
964732,HIGHWAY UNIT 1,BLACK
963720,BRONX COURT SECTION,BLACK
981796,RTS RECRUITS,BLACK
964246,FLEET SERVICES DIVISION,WHITE
981794,RTS RECRUITS,BLACK
980152,RTS RECRUITS,BLACK
981797,RTS RECRUITS,HISPANIC
978170,HOUSING PSA 4,HISPANIC
978748,TRANSIT DISTRICT 23,HISPANIC
947686,MEDICAL DIVISION,HISPANIC
953324,CRIME PREVENTION DIVISION,HISPANIC
957087,UNIFORMED OPERATIONS UNIT,HISPANIC
961557,CEIS METRO SAFE STREETS TF,HISPANIC
940649,PUBLIC SECURITY SECTION,WHITE
979458,061 PRECINCT,WHITE
957601,LAB EVIDENCE CTRL & SECURITY,WHITE
961185,TRANSIT DISTRICT 2,HISPANIC
972908,077 PRECINCT,BLACK
962738,041 PRECINCT,BLACK
937396,CHARACTER ASSESSMENT SECTION,WHITE
981798,RTS RECRUITS,HISPANIC
940650,121 PRECINCT,ASIAN
954279,HOUSING PSA 8,HISPANIC
971643,040 PRECINCT,HISPANIC
970815,019 PRECINCT,HISPANIC
965466,019 PRECINCT,HISPANIC
982615,RTS RECRUITS,HISPANIC
947809,DET BORO MANHATTAN NORTH,BLACK
939330,CRIMINAL INTELLIGENCE SECTION,WHITE
977654,014 PCT-MIDTOWN SO. PCT,HISPANIC
981799,105 PRECINCT,WHITE
951156,EMER SERV SQ 09,WHITE
962740,SCHOOL SAFETY DIVISION,BLACK
939329,MUNICIPAL SECURITY SECTION,BLACK
930913,PATROL BORO BRONX,BLACK
934119,075 DET SQUAD,WHITE
942055,TB CITYWIDE VANDALS TASK FORCE,WHITE
953326,INTERNAL AFFAIRS BUREAU,BLACK
939332,TECH. ASSIST. & RESPONSE UNIT,WHITE
937398,CRITICAL RESPONSE COMMAND,WHITE
967300,006 PRECINCT,WHITE
961186,110 PRECINCT,ASIAN
929058,CRIME SCENE UNIT,WHITE
937399,TECH. ASSIST. & RESPONSE UNIT,WHITE
942448,HOUSING PSA 6,BLACK
946171,HOUSING PSA 1,WHITE
953327,MEDICAL DIVISION,WHITE
935610,068 DET SQUAD,WHITE
958013,EMERGENCY SERVICE UNIT,WHITE
949555,105 PRECINCT,HISPANIC
952079,LEADERSHIP TRAINING SECTION,WHITE
935609,105 PRECINCT,WHITE
981795,RTS RECRUITS,BLACK
979079,072 PRECINCT,BLACK
955393,SCUBA UNIT,WHITE
929060,PBMN COMMUNITY AFFAIRS SECTION,HISPANIC
978171,073 PRECINCT,WHITE
972213,043 PRECINCT,HISPANIC
952172,PBBS COMMUNITY RESPONSE TEAM,HISPANIC
979459,TRANSIT DISTRICT 32,HISPANIC
959938,047 PRECINCT,HISPANIC
957088,073 PRECINCT,WHITE
965842,PBQS COMMUNITY RESPONSE TEAM,BLACK
943078,PBBS COMMUNITY AFFAIRS SECTION,HISPANIC
914609,QUALITY ASSURANCE SECTION,BLACK
931939,STRATEGIC RESP GRP 4 QUEENS,HISPANIC
977370,073 PRECINCT,HISPANIC
933532,COURT MONITORING SECTION,HISPANIC
952171,105 PRECINCT,WHITE
942874,PATROL BORO BKLYN NORTH,HISPANIC
953328,034 PRECINCT,HISPANIC
976368,048 PRECINCT,HISPANIC
947411,001 PRECINCT,HISPANIC
959939,077 PRECINCT,HISPANIC
971644,HOUSING PSA 2,HISPANIC
970816,028 PRECINCT,HISPANIC
946422,QUEENS NIGHT WATCH,WHITE
937401,LEGAL BUREAU,HISPANIC
953330,COD QUALITY OF LIFE DIVISION,HISPANIC
982616,RTS RECRUITS,HISPANIC
937400,"GUN VIOL SUPP DIV Z1 (BK,Q,SI)",WHITE
947412,CRITICAL RESPONSE COMMAND,HISPANIC
980845,042 PRECINCT,HISPANIC
975282,018 PCT-MIDTOWN NO. PCT,HISPANIC
931938,WAREHOUSE SYSTEM,WHITE
980844,044 PRECINCT,WHITE
929568,CENTRAL PK DET SQ,HISPANIC
975771,075 PRECINCT,HISPANIC
982617,RTS RECRUITS,HISPANIC
947413,CRIME PREVENTION DIVISION,HISPANIC
933271,PATROL BORO BRONX,HISPANIC
981800,RTS RECRUITS,HISPANIC
936655,TRN BUR CMD LVL TRAINING UNIT,HISPANIC
935614,DA SQUAD QUEENS,HISPANIC
970817,025 PRECINCT,HISPANIC
979461,076 PRECINCT,HISPANIC
939333,110 PRECINCT,HISPANIC
947414,116 PRECINCT,HISPANIC
965467,HB BROOKLYN RESPONSE TEAM,HISPANIC
980846,047 PRECINCT,HISPANIC
975772,HOUSING PSA 6,HISPANIC
944943,079 DET SQUAD,HISPANIC
967303,071 PRECINCT,HISPANIC
925998,TB SOD SPECIAL PROJECTS,HISPANIC
956210,079 PRECINCT,HISPANIC
978172,TRANSIT DISTRICT 12,HISPANIC
971645,033 PRECINCT,HISPANIC
975132,049 PRECINCT,HISPANIC
975133,026 PRECINCT,HISPANIC
933273,INTERNAL AFFAIRS BUREAU,HISPANIC
929064,PATROL BORO QUEENS SOUTH,HISPANIC
967301,047 PRECINCT,HISPANIC
947416,WORLD TRADE CENTER COMMAND,HISPANIC
929063,TRANSIT DISTRICT 2,HISPANIC
934656,INTERNAL AFFAIRS BUREAU,HISPANIC
937402,CHARACTER ASSESSMENT SECTION,HISPANIC
961189,076 PRECINCT,HISPANIC
966307,PBMN COMMUNITY RESPONSE TEAM,HISPANIC
962059,049 PRECINCT,HISPANIC
975134,013 PRECINCT,HISPANIC
980154,047 PRECINCT,HISPANIC
980153,047 PRECINCT,HISPANIC
943743,090 PRECINCT,HISPANIC
947837,071 PRECINCT,HISPANIC
951158,MILITARY & EXTENDED LEAVE DESK,HISPANIC
964733,071 PRECINCT,HISPANIC
933274,017 PRECINCT,HISPANIC
959941,048 PRECINCT,HISPANIC
964248,BROOKLYN CHILD ABUSE SQUAD,HISPANIC
978984,083 PRECINCT,HISPANIC
962741,112 PRECINCT,HISPANIC
959139,040 DET SQUAD,HISPANIC
957089,073 DET SQUAD,HISPANIC
973722,TRANSIT DISTRICT 12,HISPANIC
980155,TRANSIT DISTRICT 1,HISPANIC
916565,PATROL SERVICES BUREAU,HISPANIC
934121,RTCC INVESTIGATIVE SUPPORT SEC,HISPANIC
937403,CENTRAL PARK PRECINCT,HISPANIC
939334,NARC BORO QUEENS NORTH,HISPANIC
963722,COMMUNITY OUTREACH DIVISION,HISPANIC
965468,TRANSIT DISTRICT 20,HISPANIC
957090,062 PRECINCT,HISPANIC
971646,067 PRECINCT,HISPANIC
940651,SSD YOUTH RESPONSE TEAM,HISPANIC
959140,071 PRECINCT,HISPANIC
939335,HOUSING PSA 6,HISPANIC
972418,PATROL BORO QUEENS NORTH,HISPANIC
962060,052 PRECINCT,HISPANIC
931068,050 PRECINCT,HISPANIC
980156,041 PRECINCT,HISPANIC
980157,046 PRECINCT,HISPANIC
963237,SSD YOUTH RESPONSE TEAM,HISPANIC
979460,044 PRECINCT,HISPANIC
946173,TB CANINE UNIT,HISPANIC
937404,NARC BORO MANHATTAN NORTH,HISPANIC
926002,DET BORO BKLYN NO HOMICIDE SQ,HISPANIC
945567,TRANSIT DISTRICT 32,HISPANIC
965469,STRATEGIC RESP GRP 1 MANHATTAN,HISPANIC
946174,EMER SERV SQ 06,HISPANIC
944944,033 PRECINCT,HISPANIC
939336,103 PRECINCT,HISPANIC
970147,HOUSING PSA 1,HISPANIC
936479,BRONX WARRANT SQD,HISPANIC
962742,114 PRECINCT,HISPANIC
927441,005 PRECINCT,HISPANIC
952174,POLICE ACADEMY,HISPANIC
971750,032 PRECINCT,HISPANIC
958015,HUMAN RESOURCES DIVISION,HISPANIC
970148,PSA 5 VIPER 12,HISPANIC
974479,TRANSIT DISTRICT 33,HISPANIC
895925,POLICE COMMISSIONER,HISPANIC
954280,CRIME PREVENTION DIVISION,HISPANIC
951160,OPS TECHNICAL SUPPORT UNIT,HISPANIC
976369,121 PRECINCT,HISPANIC
947417,MOVIE & TV UNIT,HISPANIC
952175,AC ZONE I QUEENS/BKLYN/S.I.,HISPANIC
940652,040 PRECINCT,HISPANIC
954281,043 PRECINCT,HISPANIC
924407,DB TRANSIT CRIMES UNIT,HISPANIC
954282,NARC BORO MANHATTAN NORTH,HISPANIC
981801,RTS RECRUITS,HISPANIC
940653,TECH. ASSIST. & RESPONSE UNIT,HISPANIC
933275,QUALITY ASSURANCE SECTION,HISPANIC
975773,072 PRECINCT,BLACK
970818,116 PRECINCT,HISPANIC
946172,GVSD Z1 VIOLENCE RED T/F,HISPANIC
964249,028 PRECINCT,HISPANIC
978749,104 PRECINCT,HISPANIC
949559,PATROL BORO MAN NORTH,HISPANIC
980158,044 PRECINCT,HISPANIC
953331,HOUSING PSA 7,HISPANIC
959141,108TH DET SQUAD,HISPANIC
974480,AUTO CRIME UNIT,HISPANIC
980847,042 PRECINCT,HISPANIC
981802,RTS RECRUITS,HISPANIC
972371,MILITARY & EXTENDED LEAVE DESK,HISPANIC
982618,RTS RECRUITS,HISPANIC
942454,POLICE ACADEMY,HISPANIC
898408,STRIKE FORCE,HISPANIC
942455,049 PRECINCT,HISPANIC
946176,QUALITY ASSURANCE SECTION,HISPANIC
964256,BX AUTO LARCENY UNIT,HISPANIC
967665,BRONX COURT SECTION,HISPANIC
955397,TB ANTI TERRORISM 1,HISPANIC
965471,POLICE ACADEMY,HISPANIC
951161,TRANSIT DISTRICT 11,HISPANIC
980159,HOUSING PSA 6,HISPANIC
929066,CEIS ASSET FORFEITURE UNIT,HISPANIC
964734,TRANSIT DISTRICT 2,HISPANIC
947838,CROWD MANAGEMENT UNIT,HISPANIC
935619,SVU MAJOR CASE/DNA/COLD CASE SQUAD,HISPANIC
939338,CEIS VIOLENT GANG TASK FORCE,HISPANIC
968752,050 PRECINCT,HISPANIC
967304,TRANSIT DISTRICT 33,HISPANIC
961193,WARRANT SECTION,HISPANIC
982619,RTS RECRUITS,HISPANIC
973155,MILITARY & EXTENDED LEAVE DESK,HISPANIC
948159,061 PRECINCT,HISPANIC
973154,069 PRECINCT,HISPANIC
955398,081 DET SQUAD,HISPANIC
951163,050 PRECINCT,HISPANIC
955399,PUBLIC SECURITY SECTION,HISPANIC
955396,RTCC FACIAL IDENTIFICATION SEC,HISPANIC
955400,TRANSIT DISTRICT 20,HISPANIC
947419,INTEL CIS FIO PROGRAM,HISPANIC
970150,049 PRECINCT,HISPANIC
980327,062 PRECINCT,HISPANIC
957092,OFFICE OF EQUAL EMPLOYMENT OPPORTUNITY,HISPANIC
970149,HB BRONX/QUEENS RESPONSE TEAM,WHITE
952177,041 PRECINCT,HISPANIC
918237,AC ZONE II BRONX/ MANHATTAN,HISPANIC
976370,040 PRECINCT,HISPANIC
971649,MILITARY & EXTENDED LEAVE DESK,HISPANIC
957094,PBMN COMMUNITY RESPONSE TEAM,HISPANIC
972910,114 PRECINCT,HISPANIC
939341,NARC BORO BRONX,HISPANIC
940657,042 PRECINCT,HISPANIC
907530,040 DET SQUAD,HISPANIC
978174,045 PRECINCT,HISPANIC
945298,019 PRECINCT,HISPANIC
958017,TRANSIT DISTRICT 11,HISPANIC
939342,OCME LIAISON UNIT,HISPANIC
959942,070 PRECINCT,HISPANIC
941247,SPECIAL INVESTIGATIONS UNIT,HISPANIC
931071,TB ANTI TERRORISM BKLYN,HISPANIC
931073,NARC BORO MANHATTAN SOUTH,HISPANIC
955401,052 PRECINCT,HISPANIC
970819,026 PRECINCT,HISPANIC
964735,046 PRECINCT,HISPANIC
959411,108 PRECINCT,HISPANIC
942456,043 DET SQUAD,HISPANIC
968098,043 PRECINCT,HISPANIC
940575,STRIKE FORCE,WHITE
939345,STRATEGIC RESP GRP 1 MANHATTAN,HISPANIC
976835,111 PRECINCT,HISPANIC
950946,066 DET SQUAD,ASIAN
942457,043 DET SQUAD,HISPANIC
968755,TRANSIT DISTRICT 12,HISPANIC
978175,072 PRECINCT,HISPANIC
939357,HOUSING BOROUGH BRONX/QUEENS,HISPANIC
952178,TRANSIT DISTRICT 20,HISPANIC
970151,103 PRECINCT,HISPANIC
968760,HOUSING PSA 5,HISPANIC
974481,103 PRECINCT,HISPANIC
975135,094 PRECINCT,HISPANIC
937410,POLICE ACADEMY,HISPANIC
976371,013 PRECINCT,HISPANIC
939339,110 PRECINCT,HISPANIC
970152,024 PRECINCT,HISPANIC
952179,MILITARY & EXTENDED LEAVE DESK,HISPANIC
949561,HOUSING PSA 7,HISPANIC
980160,044 PRECINCT,HISPANIC
980161,122 PRECINCT,HISPANIC
926007,PATROL BORO QUEENS SOUTH,HISPANIC
947692,NARC BORO QUEENS SOUTH,HISPANIC
968433,009 PRECINCT,HISPANIC
979462,076 PRECINCT,HISPANIC
939347,DETECTIVE BUREAU,HISPANIC
981803,RTS RECRUITS,HISPANIC
949908,SVU COMPSTAT CASE REVIEW TEAM,HISPANIC
947421,OPERATIONS UNIT,HISPANIC
974482,033 PRECINCT,HISPANIC
956213,042 PRECINCT,HISPANIC
944945,PBQS JAMAICA AVE BID,HISPANIC
956212,042 PRECINCT,HISPANIC
939343,DEA FIREARMS TASK FORCE,HISPANIC
971204,030 PRECINCT,HISPANIC
937412,005 DET SQUAD,HISPANIC
980849,046 PRECINCT,ASIAN
954285,HOUSING PSA 5,HISPANIC
975774,TRANSIT DISTRICT 20,HISPANIC
942458,TB TRAIN PATROL FORCE,HISPANIC
980848,HOUSING PSA 9,ASIAN
970820,034 PRECINCT,HISPANIC
946706,TRANSIT DISTRICT 23,HISPANIC
975136,045 PRECINCT,HISPANIC
946545,BRONX COURT SECTION,HISPANIC
978985,083 PRECINCT,HISPANIC
981804,RTS RECRUITS,HISPANIC
981805,RTS RECRUITS,HISPANIC
941499,001 PRECINCT,HISPANIC
958504,114 PRECINCT,HISPANIC
976372,044 PRECINCT,HISPANIC
954287,TB ANTI TERRORISM 1,HISPANIC
972918,048 PRECINCT,HISPANIC
973725,044 PRECINCT,HISPANIC
972912,109 PRECINCT,HISPANIC
937408,024 DET SQUAD,WHITE
937413,HATE CRIMES UNIT,HISPANIC
952181,INTEL CIS FIO PROGRAM,HISPANIC
959144,105 PRECINCT,HISPANIC
952180,032 DET SQUAD,HISPANIC
981810,RTS RECRUITS,HISPANIC
972911,HOUSING PSA 1,HISPANIC
968099,MANHATTAN ADULT SEX CRIMES SQUAD,HISPANIC
951164,046 DET SQUAD,HISPANIC
980162,115 PRECINCT,HISPANIC
949562,DBBS VIDEO COLLECTION TEAM,HISPANIC
956214,105 PRECINCT,HISPANIC
973726,073 PRECINCT,HISPANIC
961558,048 PRECINCT,HISPANIC
947423,HEADQUARTERS SECURITY UNIT,HISPANIC
979464,033 PRECINCT,HISPANIC
935629,108 PRECINCT,HISPANIC
980850,044 PRECINCT,HISPANIC
959943,078 PCT PROSPECT PARK DETAIL,HISPANIC
974484,001 PRECINCT,HISPANIC
974483,052 PRECINCT,HISPANIC
942490,072 PRECINCT,HISPANIC
940661,TRN BUR CMD LVL TRAINING UNIT,HISPANIC
973727,068 PRECINCT,HISPANIC
939348,HOUSING PSA 4,HISPANIC
942460,INTEL CIS FIO PROGRAM,HISPANIC
963238,MANHATTAN CHILD ABUSE SQUAD,HISPANIC
964253,CRIME PREVENTION DIVISION,HISPANIC
968756,061 PRECINCT,HISPANIC
973728,040 PRECINCT,HISPANIC
946181,120 PRECINCT,HISPANIC
923061,JOINT TERRORIST TASK FORCE,HISPANIC
946546,049 PRECINCT,HISPANIC
980163,020 PRECINCT,HISPANIC
935630,077 PRECINCT,HISPANIC
926009,HATE CRIMES UNIT,HISPANIC
926015,045 PRECINCT,HISPANIC
929070,SCUBA UNIT,HISPANIC
949563,NARC BORO BROOKLYN NORTH,HISPANIC
974486,007 PRECINCT,HISPANIC
946179,CRIMINAL INTELLIGENCE SECTION,HISPANIC
955402,INTERNAL AFFAIRS BUREAU,HISPANIC
972369,063 PRECINCT,HISPANIC
949564,FAS EXEMPT HARDSHIP,HISPANIC
947425,033 PRECINCT,HISPANIC
937414,SID COMPUTER CRIMES,HISPANIC
939350,STRATEGIC RESP GRP 2 BRONX,HISPANIC
947424,EXECUTIVE PROTECTION UNIT,HISPANIC
940659,PATROL BORO BKLYN NORTH,HISPANIC
946180,050 PRECINCT,HISPANIC
972915,070 PRECINCT,HISPANIC
949909,GUN VIOLENCE SUPPRESSION DIVISION,HISPANIC
974068,050 PRECINCT,HISPANIC
942462,023 PRECINCT,HISPANIC
981807,RTS RECRUITS,HISPANIC
947355,POL LAB FIREARMS ANALYSIS SEC,HISPANIC
959944,017 PRECINCT,HISPANIC
926013,CITYWIDE TRAFFIC TF,HISPANIC
970824,048 PRECINCT,HISPANIC
937416,BROOKLYN ADULT SEX CRIMES SQUAD,BLACK
971047,050 PRECINCT,HISPANIC
933279,020 PRECINCT,HISPANIC
943750,033 PRECINCT,HISPANIC
965476,043 PRECINCT,HISPANIC
965846,TRANSIT DISTRICT 32,HISPANIC
939085,PATROL BORO QUEENS NORTH,HISPANIC
981808,RTS RECRUITS,HISPANIC
980164,020 PRECINCT,HISPANIC
947426,COMMUNITY OUTREACH DIVISION,HISPANIC
961196,STRATEGIC RESP GRP 3 BROOKLYN,HISPANIC
978750,109 PRECINCT,HISPANIC
963239,020 PRECINCT,HISPANIC
959146,045 PRECINCT,HISPANIC
976373,040 PRECINCT,HISPANIC
968101,TRANSIT DISTRICT 11,HISPANIC
964254,042 PRECINCT,HISPANIC
959147,INTEL CIS FIO PROGRAM,HISPANIC
976549,030 PRECINCT,HISPANIC
972916,106 PRECINCT,HISPANIC
951165,BRONX TRANSIT CRIMES SQUAD,HISPANIC
963240,TRANSIT DISTRICT 30,HISPANIC
924409,FAMILY ASSISTANCE SECTION,HISPANIC
947944,TRAINING BUREAU,HISPANIC
943751,047 PRECINCT,HISPANIC
959945,SCHOOL SAFETY DIVISION,HISPANIC
954971,MOUNTED UNIT,HISPANIC
976374,DET BORO BRONX,HISPANIC
967666,061 PRECINCT,HISPANIC
964255,048 PRECINCT,HISPANIC
980851,048 PRECINCT,HISPANIC
942875,TRANSIT STANDARDS & ASSESSMENTS UNIT,HISPANIC
972370,067 PRECINCT,HISPANIC
971651,046 PRECINCT,HISPANIC
979465,006 PRECINCT,BLACK
980165,061 PRECINCT,HISPANIC
969336,073 PRECINCT,HISPANIC
978983,QUEENS COURT SECTION,HISPANIC
980166,028 PRECINCT,HISPANIC
975139,006 PRECINCT,HISPANIC
980852,048 PRECINCT,HISPANIC
981806,RTS RECRUITS,HISPANIC
974485,MILITARY & EXTENDED LEAVE DESK,HISPANIC
980853,046 PRECINCT,HISPANIC
977372,046 PRECINCT,HISPANIC
976375,TRANSIT DISTRICT 20,HISPANIC
975138,018 PCT-MIDTOWN NO. PCT,HISPANIC
972216,HOUSING PSA 1,HISPANIC
952173,042 PRECINCT,HISPANIC
977373,081 PRECINCT,HISPANIC
971205,034 PRECINCT,HISPANIC
967668,062 PRECINCT,HISPANIC
973156,047 PRECINCT,HISPANIC
973721,028 PCT 125 ST BID,HISPANIC
965477,BRONX ADULT SEX CRIMES SQUAD,HISPANIC
972372,CENTRAL PARK PRECINCT,HISPANIC
982826,RTS RECRUITS,HISPANIC
958607,SCHOOL SAFETY DIVISION,HISPANIC
939351,PROPERTY CLERK DIVISION,HISPANIC
982620,RTS RECRUITS,HISPANIC
971206,COD QUALITY OF LIFE DIVISION,HISPANIC
931944,MANHATTAN COURT SECTION,BLACK
968102,083 PRECINCT,HISPANIC
927809,SCHOOL SAFETY DIVISION,BLACK
970848,109 PRECINCT,WHITE
956216,DATA ANALYSIS & MAPPING SEC,WHITE
942465,NARC BORO BRONX,ASIAN
